bullwaves_user,bullwaves_id,from_affiliate_id,to_affiliate_id,comment,created_on,created_by,admin_only,affiliateid
bullwaves-484300,484300,35222,35060,"User bullwaves-484300 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:38:16 PM,SONJA,Yes,35060
bullwaves-484355,484355,35222,35060,"User bullwaves-484355 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:37:53 PM,SONJA,Yes,35060
bullwaves-484448,484448,35222,35060,"User bullwaves-484448 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:37:34 PM,SONJA,Yes,35060
bullwaves-484664,484664,35222,35060,"User bullwaves-484664 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:37:16 PM,SONJA,Yes,35060
bullwaves-485219,485219,35222,35060,"User bullwaves-485219 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:36:49 PM,SONJA,Yes,35060
bullwaves-485894,485894,35222,35060,"User bullwaves-485894 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:35:40 PM,SONJA,Yes,35060
bullwaves-486082,486082,35222,35060,"User bullwaves-486082 was moved from affiliate 35222 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 3:35:09 PM,SONJA,Yes,35060
bullwaves-161175,161175,35224,35180,"User bullwaves-161175 was moved from affiliate 35224 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 12:54:18 PM,Partners,Yes,35180
bullwaves-203895,203895,35198,35224,"User bullwaves-203895 was moved from affiliate 35198 to  affiliate 35224  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 12:45:35 PM,SONJA,Yes,35224
bullwaves-483698,483698,2287,35180,"User bullwaves-483698 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/28/2025 7:18:30 AM,SONJA,Yes,35180
bullwaves-481261,481261,2287,35273,"User bullwaves-481261 was moved from affiliate 2287 to  affiliate 35273  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 3:44:24 PM,Partners,Yes,35273
bullwaves-482082,482082,2287,35273,"User bullwaves-482082 was moved from affiliate 2287 to  affiliate 35273  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 3:43:53 PM,Partners,Yes,35273
bullwaves-402894,402894,35180,35198,"User bullwaves-402894 was moved from affiliate 35180 to  affiliate 35198  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 2:15:19 PM,Partners,Yes,35198
bullwaves-481332,481332,2287,35180,"User bullwaves-481332 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 2:14:00 PM,Partners,Yes,35180
bullwaves-445948,445948,35272,35180,"User bullwaves-445948 was moved from affiliate 35272 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 9:26:51 AM,Partners,Yes,35180
bullwaves-445940,445940,35197,35180,"User bullwaves-445940 was moved from affiliate 35197 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 9:26:38 AM,Partners,Yes,35180
bullwaves-477268,477268,35270,35427,"User bullwaves-477268 was moved from affiliate 35270 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 7:45:15 AM,Partners,Yes,35427
bullwaves-481738,481738,2287,35231,"User bullwaves-481738 was moved from affiliate 2287 to  affiliate 35231  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/27/2025 7:39:54 AM,Partners,Yes,35231
bullwaves-480358,480358,2287,35180,"User bullwaves-480358 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 3:11:30 PM,SONJA,Yes,35180
bullwaves-455571,455571,2287,35180,"User bullwaves-455571 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 1:35:08 PM,SONJA,Yes,35180
bullwaves-474240,474240,35180,35198,"User bullwaves-474240 was moved from affiliate 35180 to  affiliate 35198  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 9:52:34 AM,SONJA,Yes,35198
bullwaves-474240,474240,35270,35180,"User bullwaves-474240 was moved from affiliate 35270 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 8:31:12 AM,SONJA,Yes,35180
bullwaves-470557,470557,2287,35270,"User bullwaves-470557 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 7:40:19 AM,Partners,Yes,35270
bullwaves-372872,372872,35180,35270,"User bullwaves-372872 was moved from affiliate 35180 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 7:39:48 AM,Partners,Yes,35270
bullwaves-477268,477268,2287,35270,"User bullwaves-477268 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 7:38:55 AM,Partners,Yes,35270
bullwaves-474671,474671,2287,35180,"User bullwaves-474671 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 7:14:24 AM,SONJA,Yes,35180
bullwaves-476049,476049,2287,35180,"User bullwaves-476049 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/26/2025 7:08:55 AM,SONJA,Yes,35180
bullwaves-474635,474635,2287,35290,"User bullwaves-474635 was moved from affiliate 2287 to  affiliate 35290  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/25/2025 11:48:42 AM,Partners,Yes,35290
bullwaves-438472,438472,2287,35197,"User bullwaves-438472 was moved from affiliate 2287 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/25/2025 5:29:44 AM,SONJA,Yes,35197
bullwaves-455296,455296,2287,35423,"User bullwaves-455296 was moved from affiliate 2287 to  affiliate 35423  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 3:11:24 PM,Partners,Yes,35423
bullwaves-471059,471059,2287,35180,"User bullwaves-471059 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 11:06:45 AM,SONJA,Yes,35180
bullwaves-471166,471166,2287,35180,"User bullwaves-471166 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 11:06:11 AM,SONJA,Yes,35180
bullwaves-444993,444993,2287,35448,"User bullwaves-444993 was moved from affiliate 2287 to  affiliate 35448  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 10:12:36 AM,SONJA,Yes,35448
bullwaves-255871,255871,35197,35281,"User bullwaves-255871 was moved from affiliate 35197 to  affiliate 35281  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 8:42:27 AM,SONJA,Yes,35281
bullwaves-255871,255871,35197,35281,"User bullwaves-255871 was moved from affiliate 35197 to  affiliate 35281  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 8:42:26 AM,SONJA,Yes,35197
bullwaves-467528,467528,2287,35256,"User bullwaves-467528 was moved from affiliate 2287 to  affiliate 35256  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/22/2025 8:40:53 AM,Partners,Yes,35256
bullwaves-401038,401038,35290,35281,"User bullwaves-401038 was moved from affiliate 35290 to  affiliate 35281  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/21/2025 1:43:50 PM,SONJA,Yes,35281
bullwaves-402894,402894,2287,35180,"User bullwaves-402894 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/21/2025 9:03:38 AM,SONJA,Yes,35180
bullwaves-466432,466432,2287,35197,"User bullwaves-466432 was moved from affiliate 2287 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/21/2025 7:30:22 AM,SONJA,Yes,35197
bullwaves-465048,465048,2287,35180,"User bullwaves-465048 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:49:32 AM,Partners,Yes,35180
bullwaves-465041,465041,2287,35180,"User bullwaves-465041 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:49:03 AM,Partners,Yes,35180
bullwaves-465041,465041,2287,35180,"User bullwaves-465041 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:49:02 AM,Partners,Yes,2287
bullwaves-464946,464946,2287,35180,"User bullwaves-464946 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:48:33 AM,Partners,Yes,35180
bullwaves-464879,464879,2287,35180,"User bullwaves-464879 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:48:06 AM,Partners,Yes,35180
bullwaves-464517,464517,2287,35180,"User bullwaves-464517 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:47:08 AM,Partners,Yes,35180
bullwaves-464517,464517,2287,35180,"User bullwaves-464517 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:47:07 AM,Partners,Yes,2287
bullwaves-457083,457083,2287,35290,"User bullwaves-457083 was moved from affiliate 2287 to  affiliate 35290  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 11:15:31 AM,Partners,Yes,35290
bullwaves-464705,464705,2287,35180,"User bullwaves-464705 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/20/2025 9:48:04 AM,SONJA,Yes,35180
bullwaves-464358,464358,2287,35180,"User bullwaves-464358 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/19/2025 2:11:00 PM,SONJA,Yes,35180
bullwaves-423005,423005,2287,35198,"User bullwaves-423005 was moved from affiliate 2287 to  affiliate 35198  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/19/2025 1:07:37 PM,SONJA,Yes,35198
bullwaves-425342,425342,2287,35180,"User bullwaves-425342 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/19/2025 11:39:32 AM,SONJA,Yes,35180
bullwaves-451195,451195,2287,35435,"User bullwaves-451195 was moved from affiliate 2287 to  affiliate 35435  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/19/2025 9:58:20 AM,Partners,Yes,35435
bullwaves-447969,447969,35423,35197,"User bullwaves-447969 was moved from affiliate 35423 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/19/2025 9:24:13 AM,Partners,Yes,35197
bullwaves-445275,445275,35272,35197,"User bullwaves-445275 was moved from affiliate 35272 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/19/2025 9:23:32 AM,Partners,Yes,35197
bullwaves-458912,458912,2287,35424,"User bullwaves-458912 was moved from affiliate 2287 to  affiliate 35424  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/18/2025 7:54:17 AM,Partners,Yes,35424
bullwaves-456783,456783,2287,35180,"User bullwaves-456783 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/15/2025 1:59:47 PM,SONJA,Yes,35180
bullwaves-445861,445861,2287,35281,"User bullwaves-445861 was moved from affiliate 2287 to  affiliate 35281  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/15/2025 11:08:21 AM,SONJA,Yes,35281
bullwaves-120305,120305,35197,35427,"User bullwaves-120305 was moved from affiliate 35197 to  affiliate 35427  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/15/2025 10:55:18 AM,SONJA,Yes,35427
bullwaves-90147,90147,35283,35270,"User bullwaves-90147 was moved from affiliate 35283 to  affiliate 35270  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/15/2025 10:36:22 AM,SONJA,Yes,35270
bullwaves-451093,451093,2287,35270,"User bullwaves-451093 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/15/2025 10:25:30 AM,Partners,Yes,35270
bullwaves-444418,444418,2287,35180,"User bullwaves-444418 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/15/2025 7:42:44 AM,SONJA,Yes,35180
bullwaves-448215,448215,2287,35423,"User bullwaves-448215 was moved from affiliate 2287 to  affiliate 35423  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/14/2025 7:32:49 PM,Partners,Yes,35423
bullwaves-425048,425048,2287,35197,"User bullwaves-425048 was moved from affiliate 2287 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/14/2025 10:23:39 AM,SONJA,Yes,35197
bullwaves-145793,145793,35197,35290,"User bullwaves-145793 was moved from affiliate 35197 to  affiliate 35290  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/14/2025 6:02:55 AM,Partners,Yes,35290
bullwaves-446494,446494,2287,35423,"User bullwaves-446494 was moved from affiliate 2287 to  affiliate 35423  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/14/2025 5:36:50 AM,Partners,Yes,35423
bullwaves-449331,449331,2287,35198,"User bullwaves-449331 was moved from affiliate 2287 to  affiliate 35198  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/13/2025 7:34:14 AM,SONJA,Yes,35198
bullwaves-430767,430767,2287,35270,"User bullwaves-430767 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/12/2025 8:59:08 AM,Partners,Yes,35270
bullwaves-293164,293164,2287,35270,"User bullwaves-293164 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/12/2025 8:58:35 AM,Partners,Yes,35270
bullwaves-183017,183017,35197,35270,"User bullwaves-183017 was moved from affiliate 35197 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/11/2025 11:13:39 AM,Partners,Yes,35270
bullwaves-444282,444282,2287,35180,"User bullwaves-444282 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/11/2025 10:28:39 AM,SONJA,Yes,35180
bullwaves-432045,432045,2287,35403,"User bullwaves-432045 was moved from affiliate 2287 to  affiliate 35403  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/9/2025 4:35:16 PM,Partners,Yes,35403
bullwaves-440311,440311,2287,35290,"User bullwaves-440311 was moved from affiliate 2287 to  affiliate 35290  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/8/2025 8:34:45 AM,Partners,Yes,35290
bullwaves-438284,438284,2287,35180,"User bullwaves-438284 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/7/2025 11:03:17 AM,SONJA,Yes,35180
bullwaves-438284,438284,2287,35180,"User bullwaves-438284 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/7/2025 11:03:16 AM,SONJA,Yes,2287
bullwaves-432886,432886,35411,35413,"User bullwaves-432886 was moved from affiliate 35411 to  affiliate 35413  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/7/2025 8:20:48 AM,Partners,Yes,35413
bullwaves-438012,438012,2287,35422,"User bullwaves-438012 was moved from affiliate 2287 to  affiliate 35422  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/7/2025 8:01:00 AM,Partners,Yes,35422
bullwaves-432886,432886,35413,35411,"User bullwaves-432886 was moved from affiliate 35413 to  affiliate 35411  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/6/2025 3:16:34 PM,Partners,Yes,35411
bullwaves-203895,203895,35180,35198,"User bullwaves-203895 was moved from affiliate 35180 to  affiliate 35198  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/6/2025 11:13:25 AM,Partners,Yes,35198
bullwaves-436140,436140,2287,35197,"User bullwaves-436140 was moved from affiliate 2287 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/6/2025 6:57:52 AM,SONJA,Yes,35197
bullwaves-203895,203895,35197,35180,"User bullwaves-203895 was moved from affiliate 35197 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/5/2025 4:50:32 PM,Partners,Yes,35180
bullwaves-433234,433234,2287,35284,"User bullwaves-433234 was moved from affiliate 2287 to  affiliate 35284  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/5/2025 2:22:10 PM,Partners,Yes,35284
bullwaves-404210,404210,2287,35180,"User bullwaves-404210 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/5/2025 10:29:09 AM,Partners,Yes,35180
bullwaves-424162,424162,2287,35228,"User bullwaves-424162 was moved from affiliate 2287 to  affiliate 35228  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/4/2025 2:05:26 PM,SONJA,Yes,35228
bullwaves-431897,431897,2287,35270,"User bullwaves-431897 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/4/2025 10:05:05 AM,Partners,Yes,35270
bullwaves-351450,351450,2287,35290,"User bullwaves-351450 was moved from affiliate 2287 to  affiliate 35290  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",8/1/2025 11:30:43 AM,Partners,Yes,35290
bullwaves-47426,47426,35143,35180,"User bullwaves-47426 was moved from affiliate 35143 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/31/2025 10:49:38 AM,Partners,Yes,35180
bullwaves-258409,258409,2287,35180,"User bullwaves-258409 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/31/2025 10:47:46 AM,Partners,Yes,35180
bullwaves-420844,420844,2287,35228,"User bullwaves-420844 was moved from affiliate 2287 to  affiliate 35228  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/31/2025 10:47:31 AM,SONJA,Yes,35228
bullwaves-424198,424198,2287,35180,"User bullwaves-424198 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/31/2025 8:26:13 AM,SONJA,Yes,35180
bullwaves-264239,264239,2287,35272,"User bullwaves-264239 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/30/2025 8:22:56 AM,Partners,Yes,35272
bullwaves-376838,376838,2287,35272,"User bullwaves-376838 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/30/2025 8:22:36 AM,Partners,Yes,35272
bullwaves-415738,415738,2287,35272,"User bullwaves-415738 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/30/2025 8:22:11 AM,Partners,Yes,35272
bullwaves-421241,421241,2287,35270,"User bullwaves-421241 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/29/2025 7:14:47 PM,Partners,Yes,35270
bullwaves-397753,397753,35272,35197,"User bullwaves-397753 was moved from affiliate 35272 to  affiliate 35197  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/29/2025 2:19:55 PM,Partners,Yes,35197
bullwaves-418125,418125,2287,35228,"User bullwaves-418125 was moved from affiliate 2287 to  affiliate 35228  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/29/2025 9:45:27 AM,SONJA,Yes,35228
bullwaves-418099,418099,2287,35228,"User bullwaves-418099 was moved from affiliate 2287 to  affiliate 35228  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/29/2025 6:51:14 AM,SONJA,Yes,35228
bullwaves-253443,253443,35224,35290,"User bullwaves-253443 was moved from affiliate 35224 to  affiliate 35290  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/29/2025 6:29:43 AM,Partners,Yes,35290
bullwaves-178903,178903,35143,35180,"User bullwaves-178903 was moved from affiliate 35143 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/28/2025 1:36:47 PM,SONJA,Yes,35180
bullwaves-318371,318371,35281,35270,"User bullwaves-318371 was moved from affiliate 35281 to  affiliate 35270  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/28/2025 8:52:02 AM,SONJA,Yes,35270
bullwaves-248015,248015,2287,35272,"User bullwaves-248015 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/28/2025 7:23:18 AM,SONJA,Yes,35272
bullwaves-414232,414232,2287,35180,"User bullwaves-414232 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/28/2025 5:26:56 AM,SONJA,Yes,35180
bullwaves-368297,368297,2287,35272,"User bullwaves-368297 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/24/2025 7:50:34 AM,SONJA,Yes,35272
bullwaves-15991,15991,2287,35227,"User bullwaves-15991 was moved from affiliate 2287 to  affiliate 35227  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/23/2025 1:16:29 PM,SONJA,Yes,35227
bullwaves-364734,364734,2287,35180,"User bullwaves-364734 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/23/2025 8:55:30 AM,SONJA,Yes,35180
bullwaves-407238,407238,2287,35180,"User bullwaves-407238 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/23/2025 8:54:38 AM,SONJA,Yes,35180
bullwaves-396891,396891,2287,35272,"User bullwaves-396891 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/23/2025 8:51:29 AM,SONJA,Yes,35272
bullwaves-16858,16858,2287,35254,"User bullwaves-16858 was moved from affiliate 2287 to  affiliate 35254  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",7/23/2025 7:12:05 AM,Partners,Yes,35254
