bullwaves_user,bullwaves_id,from_affiliate_id,to_affiliate_id,comment,created_on,created_by,admin_only,affiliateid
bullwaves-851993,851993,2287,35272,"User bullwaves-851993 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions",,,,
bullwaves-850942,850942,2287,35272,User bullwaves-850942 was moved from affiliate 2287 to  affiliate 35272,,,,
bullwaves-851993,851993,2287,35272,"User bullwaves-851993 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/8/2026 3:45:03 PM,paolov,Yes,35272
bullwaves-850942,850942,2287,35272,"User bullwaves-850942 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/8/2026 3:43:50 PM,paolov,Yes,35272
bullwaves-850358,850358,2287,35429,"User bullwaves-850358 was moved from affiliate 2287 to  affiliate 35429  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/8/2026 3:41:10 PM,paolov,Yes,35429
bullwaves-850526,850526,2287,35597,"User bullwaves-850526 was moved from affiliate 2287 to  affiliate 35597  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/8/2026 11:19:46 AM,Partners,Yes,35597
bullwaves-848882,848882,2287,35231,"User bullwaves-848882 was moved from affiliate 2287 to  affiliate 35231  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/8/2026 11:17:21 AM,Partners,Yes,35231
bullwaves-840636,840636,35335,35270,"User bullwaves-840636 was moved from affiliate 35335 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/6/2026 12:31:03 PM,Partners,Yes,35270
bullwaves-840636,840636,35335,35270,"User bullwaves-840636 was moved from affiliate 35335 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/6/2026 12:31:02 PM,Partners,Yes,35335
bullwaves-838641,838641,2287,35270,"User bullwaves-838641 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/6/2026 12:29:51 PM,Partners,Yes,35270
bullwaves-505077,505077,35660,35270,"User bullwaves-505077 was moved from affiliate 35660 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/6/2026 10:45:32 AM,Partners,Yes,35270
bullwaves-484879,484879,35290,35270,"User bullwaves-484879 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/6/2026 10:43:34 AM,Partners,Yes,35270
bullwaves-844483,844483,2287,35231,"User bullwaves-844483 was moved from affiliate 2287 to  affiliate 35231  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/5/2026 2:29:05 AM,Partners,Yes,35231
bullwaves-666903,666903,35272,35180,"User bullwaves-666903 was moved from affiliate 35272 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/4/2026 8:53:11 PM,Partners,Yes,35180
bullwaves-843546,843546,2287,35197,"User bullwaves-843546 was moved from affiliate 2287 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/4/2026 12:11:42 PM,Tamara,Yes,35197
bullwaves-505077,505077,35270,35660,"User bullwaves-505077 was moved from affiliate 35270 to  affiliate 35660  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/2/2026 4:54:12 PM,paolov,Yes,35660
bullwaves-841781,841781,2287,35660,"User bullwaves-841781 was moved from affiliate 2287 to  affiliate 35660  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/2/2026 4:12:37 PM,SONJA,Yes,35660
bullwaves-841828,841828,2287,35180,"User bullwaves-841828 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/2/2026 1:47:56 PM,paolov,Yes,35180
bullwaves-840636,840636,2287,35335,"User bullwaves-840636 was moved from affiliate 2287 to  affiliate 35335  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",1/2/2026 10:11:48 AM,SONJA,Yes,35335
bullwaves-195154,195154,35224,35529,"User bullwaves-195154 was moved from affiliate 35224 to  affiliate 35529  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/31/2025 4:03:55 PM,paolov,Yes,35529
bullwaves-290493,290493,35180,35465,"User bullwaves-290493 was moved from affiliate 35180 to  affiliate 35465  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/30/2025 2:52:36 PM,Partners,Yes,35465
bullwaves-834335,834335,2287,35180,"User bullwaves-834335 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/30/2025 7:28:57 AM,Partners,Yes,35180
bullwaves-823008,823008,35112,35263,"User bullwaves-823008 was moved from affiliate 35112 to  affiliate 35263  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/29/2025 1:26:02 PM,SONJA,Yes,35263
bullwaves-807618,807618,35445,35427,"User bullwaves-807618 was moved from affiliate 35445 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/29/2025 8:51:01 AM,Partners,Yes,35427
bullwaves-785809,785809,2287,35427,"User bullwaves-785809 was moved from affiliate 2287 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/29/2025 8:48:43 AM,Partners,Yes,35427
bullwaves-776837,776837,2287,35637,"User bullwaves-776837 was moved from affiliate 2287 to  affiliate 35637  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/28/2025 3:13:40 PM,Partners,Yes,35637
bullwaves-781356,781356,2287,35637,"User bullwaves-781356 was moved from affiliate 2287 to  affiliate 35637  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/28/2025 3:09:53 PM,Partners,Yes,35637
bullwaves-734558,734558,35477,35263,"User bullwaves-734558 was moved from affiliate 35477 to  affiliate 35263  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/26/2025 6:19:04 PM,Partners,Yes,35263
bullwaves-706171,706171,2287,35180,"User bullwaves-706171 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions",12/24/2025 11:21:39 AM,ivana,Yes,35180
bullwaves-155404,155404,35143,35272,User bullwaves-155404 was moved from affiliate 35143 to  affiliate 35272  With settings : Apply destination affiliate CPA Qualification,12/24/2025 11:19:01 AM,paolov,Yes,35272
bullwaves-817241,817241,35335,35270,"User bullwaves-817241 was moved from affiliate 35335 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/24/2025 8:35:29 AM,Partners,Yes,35270
bullwaves-822739,822739,2287,35112,"User bullwaves-822739 was moved from affiliate 2287 to  affiliate 35112  With settings : Move media report stats , Move pre calculated commissions",12/24/2025 8:27:28 AM,ivana,Yes,35112
bullwaves-824753,824753,2287,35596,"User bullwaves-824753 was moved from affiliate 2287 to  affiliate 35596  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/23/2025 4:37:19 PM,SONJA,Yes,35596
bullwaves-823008,823008,2287,35112,"User bullwaves-823008 was moved from affiliate 2287 to  affiliate 35112  With settings : Move media report stats , Move pre calculated commissions",12/23/2025 8:20:02 AM,paolov,Yes,35112
bullwaves-356168,356168,2287,35198,"User bullwaves-356168 was moved from affiliate 2287 to  affiliate 35198  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/22/2025 5:45:00 PM,Partners,Yes,35198
bullwaves-509995,509995,35273,35180,"User bullwaves-509995 was moved from affiliate 35273 to  affiliate 35180  With settings : Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/21/2025 9:42:23 PM,Partners,Yes,35180
bullwaves-813352,813352,2287,35302,"User bullwaves-813352 was moved from affiliate 2287 to  affiliate 35302  With settings : Move media report stats , Move pre calculated commissions",12/18/2025 3:10:56 PM,ivana,Yes,35302
bullwaves-799575,799575,2287,35475,"User bullwaves-799575 was moved from affiliate 2287 to  affiliate 35475  With settings : Move media report stats , Move pre calculated commissions",12/18/2025 2:27:17 PM,ivana,Yes,35475
bullwaves-813701,813701,2287,35197,"User bullwaves-813701 was moved from affiliate 2287 to  affiliate 35197  With settings : Move media report stats , Move pre calculated commissions",12/18/2025 1:18:32 PM,ivana,Yes,35197
bullwaves-810901,810901,2287,35180,"User bullwaves-810901 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/18/2025 11:17:16 AM,SONJA,Yes,35180
bullwaves-806917,806917,2287,35302,"User bullwaves-806917 was moved from affiliate 2287 to  affiliate 35302  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/17/2025 1:35:37 PM,SONJA,Yes,35302
bullwaves-794690,794690,2287,35427,"User bullwaves-794690 was moved from affiliate 2287 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/17/2025 10:20:26 AM,Partners,Yes,35427
bullwaves-788819,788819,2287,35427,"User bullwaves-788819 was moved from affiliate 2287 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/17/2025 10:20:04 AM,Partners,Yes,35427
bullwaves-810873,810873,2287,35270,"User bullwaves-810873 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/17/2025 10:17:31 AM,Partners,Yes,35270
bullwaves-794215,794215,35335,35270,"User bullwaves-794215 was moved from affiliate 35335 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/17/2025 10:16:42 AM,Partners,Yes,35270
bullwaves-119363,119363,35180,35394,"User bullwaves-119363 was moved from affiliate 35180 to  affiliate 35394  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/16/2025 12:08:36 PM,SONJA,Yes,35394
,,,,A payment for the amount of 4005 was removed; Payment ID: 510 Payment Date: Mon Dec 15 2025 00:00:00 GMT+0000 (Coordinated Universal Time)  by admin: finance,12/15/2025 5:36:44 PM,finance,Yes,35235
bullwaves-778317,778317,35660,35302,"User bullwaves-778317 was moved from affiliate 35660 to  affiliate 35302  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/15/2025 12:06:25 PM,Partners,Yes,35302
bullwaves-538449,538449,2287,35273,"User bullwaves-538449 was moved from affiliate 2287 to  affiliate 35273  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/15/2025 8:58:27 AM,Partners,Yes,35273
bullwaves-789469,789469,2287,35597,"User bullwaves-789469 was moved from affiliate 2287 to  affiliate 35597  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/15/2025 8:42:35 AM,Partners,Yes,35597
bullwaves-783775,783775,2287,35272,"User bullwaves-783775 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/12/2025 9:24:34 AM,SONJA,Yes,35272
bullwaves-784096,784096,2287,35270,"User bullwaves-784096 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/11/2025 7:32:14 PM,Partners,Yes,35270
bullwaves-777860,777860,35335,35270,"User bullwaves-777860 was moved from affiliate 35335 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/11/2025 7:31:50 PM,Partners,Yes,35270
bullwaves-545876,545876,35224,35394,"User bullwaves-545876 was moved from affiliate 35224 to  affiliate 35394  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/11/2025 7:30:12 PM,Partners,Yes,35394
bullwaves-768135,768135,2287,35637,"User bullwaves-768135 was moved from affiliate 2287 to  affiliate 35637  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/11/2025 3:00:16 PM,Partners,Yes,35637
bullwaves-762833,762833,2287,35637,"User bullwaves-762833 was moved from affiliate 2287 to  affiliate 35637  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/11/2025 2:56:52 PM,Partners,Yes,35637
bullwaves-781775,781775,2287,35272,"User bullwaves-781775 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/10/2025 2:09:03 PM,SONJA,Yes,35272
bullwaves-785843,785843,2287,35596,"User bullwaves-785843 was moved from affiliate 2287 to  affiliate 35596  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/10/2025 11:32:00 AM,SONJA,Yes,35596
bullwaves-622317,622317,2287,35607,"User bullwaves-622317 was moved from affiliate 2287 to  affiliate 35607  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/9/2025 1:14:51 PM,SONJA,Yes,35607
bullwaves-781949,781949,2287,35272,"User bullwaves-781949 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/9/2025 8:25:15 AM,SONJA,Yes,35272
bullwaves-748747,748747,2287,35394,"User bullwaves-748747 was moved from affiliate 2287 to  affiliate 35394  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/9/2025 8:04:37 AM,Partners,Yes,35394
bullwaves-773483,773483,2287,35180,"User bullwaves-773483 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/5/2025 10:25:56 AM,Partners,Yes,35180
bullwaves-773707,773707,2287,35272,"User bullwaves-773707 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/5/2025 8:49:25 AM,SONJA,Yes,35272
bullwaves-769888,769888,2287,35273,"User bullwaves-769888 was moved from affiliate 2287 to  affiliate 35273  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/5/2025 8:48:10 AM,SONJA,Yes,35273
bullwaves-553347,553347,2287,35273,"User bullwaves-553347 was moved from affiliate 2287 to  affiliate 35273  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/5/2025 8:47:56 AM,SONJA,Yes,35273
bullwaves-770241,770241,2287,35273,"User bullwaves-770241 was moved from affiliate 2287 to  affiliate 35273  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/5/2025 8:47:40 AM,SONJA,Yes,35273
bullwaves-756112,756112,35663,35596,"User bullwaves-756112 was moved from affiliate 35663 to  affiliate 35596  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/5/2025 8:47:34 AM,Partners,Yes,35596
bullwaves-556551,556551,35107,35273,"User bullwaves-556551 was moved from affiliate 35107 to  affiliate 35273  With settings : Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/4/2025 4:54:14 PM,Partners,Yes,35273
bullwaves-287717,287717,2287,35270,"User bullwaves-287717 was moved from affiliate 2287 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/4/2025 10:40:16 AM,Partners,Yes,35270
bullwaves-759138,759138,2287,35427,"User bullwaves-759138 was moved from affiliate 2287 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/4/2025 9:52:51 AM,Partners,Yes,35427
bullwaves-721486,721486,35426,35427,"User bullwaves-721486 was moved from affiliate 35426 to  affiliate 35427  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/4/2025 9:52:09 AM,Partners,Yes,35427
bullwaves-769991,769991,2287,35597,"User bullwaves-769991 was moved from affiliate 2287 to  affiliate 35597  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/4/2025 8:21:25 AM,SONJA,Yes,35597
bullwaves-682542,682542,2287,35180,"User bullwaves-682542 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/3/2025 6:52:24 PM,Partners,Yes,35180
bullwaves-715743,715743,35198,35597,"User bullwaves-715743 was moved from affiliate 35198 to  affiliate 35597  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/3/2025 1:22:38 PM,Partners,Yes,35597
bullwaves-728599,728599,2287,35596,"User bullwaves-728599 was moved from affiliate 2287 to  affiliate 35596  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/2/2025 1:26:07 PM,Partners,Yes,35596
bullwaves-752108,752108,35599,35596,"User bullwaves-752108 was moved from affiliate 35599 to  affiliate 35596  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/1/2025 5:23:19 PM,Partners,Yes,35596
bullwaves-428120,428120,2287,35272,"User bullwaves-428120 was moved from affiliate 2287 to  affiliate 35272  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/1/2025 12:33:16 PM,SONJA,Yes,35272
bullwaves-761558,761558,2287,35180,"User bullwaves-761558 was moved from affiliate 2287 to  affiliate 35180  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",12/1/2025 12:31:58 PM,SONJA,Yes,35180
bullwaves-745797,745797,2287,35637,"User bullwaves-745797 was moved from affiliate 2287 to  affiliate 35637  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/30/2025 7:43:23 AM,Partners,Yes,35637
bullwaves-224627,224627,35272,35465,"User bullwaves-224627 was moved from affiliate 35272 to  affiliate 35465  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/28/2025 12:13:19 PM,SONJA,Yes,35465
bullwaves-750268,750268,35599,35596,"User bullwaves-750268 was moved from affiliate 35599 to  affiliate 35596  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/28/2025 10:37:27 AM,Partners,Yes,35596
,,,,A payment for the amount of 91800 was removed; Payment ID: 464 Payment Date: Fri Nov 28 2025 00:00:00 GMT+0000 (Coordinated Universal Time)  by admin: finance,11/28/2025 8:24:47 AM,finance,Yes,35227
bullwaves-550516,550516,35273,35198,"User bullwaves-550516 was moved from affiliate 35273 to  affiliate 35198  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/27/2025 4:22:01 PM,Partners,Yes,35198
bullwaves-155465,155465,35224,35227,"User bullwaves-155465 was moved from affiliate 35224 to  affiliate 35227  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/26/2025 2:57:29 PM,Partners,Yes,35227
bullwaves-747538,747538,35198,35597,"User bullwaves-747538 was moved from affiliate 35198 to  affiliate 35597  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/26/2025 10:39:40 AM,SONJA,Yes,35597
bullwaves-471674,471674,35224,35270,"User bullwaves-471674 was moved from affiliate 35224 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:46:17 PM,Partners,Yes,35270
bullwaves-504727,504727,35290,35270,"User bullwaves-504727 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:45:14 PM,Partners,Yes,35270
bullwaves-504970,504970,35290,35270,"User bullwaves-504970 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:44:58 PM,Partners,Yes,35270
bullwaves-505077,505077,35290,35270,"User bullwaves-505077 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:44:45 PM,Partners,Yes,35270
bullwaves-505348,505348,35290,35270,"User bullwaves-505348 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:44:34 PM,Partners,Yes,35270
bullwaves-505655,505655,35290,35270,"User bullwaves-505655 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:44:21 PM,Partners,Yes,35270
bullwaves-506275,506275,35290,35270,"User bullwaves-506275 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:44:09 PM,Partners,Yes,35270
bullwaves-506555,506555,35290,35270,"User bullwaves-506555 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:43:55 PM,Partners,Yes,35270
bullwaves-506935,506935,35290,35270,"User bullwaves-506935 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:43:43 PM,Partners,Yes,35270
bullwaves-507532,507532,35290,35270,"User bullwaves-507532 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:43:31 PM,Partners,Yes,35270
bullwaves-507918,507918,35290,35270,"User bullwaves-507918 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:42:47 PM,Partners,Yes,35270
bullwaves-507991,507991,35290,35270,"User bullwaves-507991 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:42:33 PM,Partners,Yes,35270
bullwaves-508136,508136,35290,35270,"User bullwaves-508136 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:42:21 PM,Partners,Yes,35270
bullwaves-508280,508280,35290,35270,"User bullwaves-508280 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:42:10 PM,Partners,Yes,35270
bullwaves-510664,510664,35290,35270,"User bullwaves-510664 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:40:44 PM,Partners,Yes,35270
bullwaves-511681,511681,35290,35270,"User bullwaves-511681 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:40:32 PM,Partners,Yes,35270
bullwaves-513232,513232,35290,35270,"User bullwaves-513232 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:40:19 PM,Partners,Yes,35270
bullwaves-513610,513610,35290,35270,"User bullwaves-513610 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:40:08 PM,Partners,Yes,35270
bullwaves-515000,515000,35290,35270,"User bullwaves-515000 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:39:55 PM,Partners,Yes,35270
bullwaves-519781,519781,35290,35270,"User bullwaves-519781 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:39:43 PM,Partners,Yes,35270
bullwaves-547312,547312,35290,35270,"User bullwaves-547312 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:39:30 PM,Partners,Yes,35270
bullwaves-548396,548396,35290,35270,"User bullwaves-548396 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:39:17 PM,Partners,Yes,35270
bullwaves-548556,548556,35290,35270,"User bullwaves-548556 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:39:04 PM,Partners,Yes,35270
bullwaves-554548,554548,35290,35270,"User bullwaves-554548 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:38:49 PM,Partners,Yes,35270
bullwaves-247855,247855,35290,35270,"User bullwaves-247855 was moved from affiliate 35290 to  affiliate 35270  With settings : Move media report stats , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 6:25:33 PM,Partners,Yes,35270
bullwaves-748881,748881,2287,35060,"User bullwaves-748881 was moved from affiliate 2287 to  affiliate 35060  With settings : Move media report stats , Move pre calculated commissions , Apply destination affiliate Revshare settings , Apply destination affiliate CPA Qualification",11/25/2025 4:14:42 PM,SONJA,Yes,35060
