user_id,accounts_count,accounts,has_ftd,has_qftd
bullwaves-795662,1,2000938,0,0
bullwaves-795650,1,2000937,0,0
bullwaves-795654,1,3003747,0,0
bullwaves-795629,1,3003746,1,0
bullwaves-795620,1,3003745,0,0
bullwaves-795597,1,3003744,0,0
bullwaves-795588,1,3003743,1,0
bullwaves-795584,1,3003742,1,1
bullwaves-795567,1,3003741,0,0
bullwaves-795555,1,3003740,1,0
bullwaves-795540,1,3003739,0,0
bullwaves-795533,1,3003738,1,0
bullwaves-795522,1,3003737,1,0
bullwaves-795499,1,3003736,1,0
bullwaves-795494,1,3003735,1,0
bullwaves-795505,1,2000936,0,0
bullwaves-795480,1,3003734,0,0
bullwaves-795477,1,3003733,1,0
bullwaves-795464,1,3003732,0,0
bullwaves-795457,1,3003731,0,0
bullwaves-795448,1,3003730,0,0
bullwaves-795443,1,,0,0
bullwaves-795435,1,3003729,0,0
bullwaves-795432,1,3003728,0,0
bullwaves-795424,1,3003727,0,0
bullwaves-795402,1,3003726,1,0
bullwaves-795399,1,3003725,0,0
bullwaves-795385,1,2000935,0,0
bullwaves-795373,1,3003724,1,0
bullwaves-795347,1,2000934,0,0
bullwaves-795357,1,3003723,1,0
bullwaves-795336,1,3003722,1,0
bullwaves-795330,1,3003721,1,0
bullwaves-795313,1,3003720,1,0
bullwaves-795304,1,3003719,1,0
bullwaves-795298,1,3003718,1,0
bullwaves-795290,1,2000933,1,0
bullwaves-795284,1,3003717,0,0
bullwaves-795272,1,3003716,0,0
bullwaves-795267,1,3003715,0,0
bullwaves-795257,1,3003713,1,0
bullwaves-795260,1,3003714,1,0
bullwaves-795233,1,3003712,0,0
bullwaves-795223,1,3003711,0,0
bullwaves-795202,1,2000931,0,0
bullwaves-795198,1,2000930,0,0
bullwaves-795178,1,3003709,1,0
bullwaves-795187,1,3003710,0,0
bullwaves-795176,1,3003708,1,0
bullwaves-795171,1,2000929,0,0
bullwaves-795140,1,3003707,1,0
bullwaves-795136,1,3003706,0,0
bullwaves-795115,1,3003703,0,0
bullwaves-795129,1,3003705,1,0
bullwaves-795125,1,3003704,1,0
bullwaves-795103,1,3003702,0,0
bullwaves-795099,1,3003701,1,0
bullwaves-795084,1,3003700,0,0
bullwaves-795068,1,3003698,0,0
bullwaves-795070,1,3003699,0,0
bullwaves-795061,1,3003697,1,0
bullwaves-795049,1,3003696,1,0
bullwaves-795033,1,2000928,0,0
bullwaves-795029,1,3003695,0,0
bullwaves-795022,1,3003694,0,0
bullwaves-795016,1,3003693,1,0
bullwaves-794995,1,3003691,1,0
bullwaves-795005,1,3003692,0,0
bullwaves-795000,1,2000927,1,0
bullwaves-794989,1,3003690,1,0
bullwaves-794981,1,3003689,0,0
bullwaves-794970,1,3003687,0,0
bullwaves-794973,1,3003688,0,0
bullwaves-794961,1,3003686,0,0
bullwaves-794948,1,3003685,1,0
bullwaves-794945,1,3003684,0,0
bullwaves-794941,1,3003683,0,0
bullwaves-794928,1,3003681,0,0
bullwaves-794926,1,3003680,1,0
bullwaves-794916,1,3003678,0,0
bullwaves-794919,1,3003679,0,0
bullwaves-794930,1,3003682,0,0
bullwaves-794907,1,3003677,1,0
bullwaves-794903,1,3003676,1,0
bullwaves-794895,1,3003675,0,0
bullwaves-794891,1,3003674,0,0
bullwaves-794887,1,3003673,1,0
bullwaves-794880,1,3003672,0,0
bullwaves-794876,1,3003671,1,0
bullwaves-794861,1,3003669,0,0
bullwaves-794846,1,3003668,0,0
bullwaves-794842,1,3003667,0,0
bullwaves-794816,1,3003665,1,0
bullwaves-794818,1,3003666,0,0
bullwaves-794808,1,3003664,0,0
bullwaves-794796,1,3003663,0,0
bullwaves-794756,1,3003662,1,0
bullwaves-794750,1,3003661,0,0
bullwaves-794746,1,"2000925,2000926",0,0
bullwaves-794738,1,3003660,1,0
bullwaves-794730,1,3003659,0,0
bullwaves-794722,1,3003658,0,0
bullwaves-794708,1,,0,0
bullwaves-794698,1,"3003656,3003657",0,0
bullwaves-794693,1,3003655,0,0
bullwaves-794690,1,2000924,0,0
bullwaves-794686,1,3003654,1,1
bullwaves-794671,1,3003653,0,0
bullwaves-794659,1,3003652,0,0
bullwaves-794643,1,3003651,1,0
bullwaves-794629,1,3003650,1,0
bullwaves-794611,1,3003649,1,0
bullwaves-794600,1,3003648,0,0
bullwaves-794587,1,3003646,1,0
bullwaves-794583,1,3003645,0,0
bullwaves-794579,1,3003644,0,0
bullwaves-794575,1,3003643,0,0
bullwaves-794567,1,3003642,0,0
bullwaves-794557,1,3003641,0,0
bullwaves-794552,1,3003640,0,0
bullwaves-794548,1,3003639,0,0
bullwaves-794544,1,3003638,0,0
bullwaves-794533,1,3003637,1,0
bullwaves-794511,1,3003636,1,1
bullwaves-794508,1,3003635,0,0
bullwaves-794502,1,3003634,0,0
bullwaves-794500,1,3003633,0,0
bullwaves-794489,1,2000922,1,0
bullwaves-794493,1,2000923,1,1
bullwaves-794481,1,3003632,0,0
bullwaves-794469,1,3003631,0,0
bullwaves-794460,1,3003630,1,1
bullwaves-794455,1,,0,0
bullwaves-794451,1,3003629,0,0
bullwaves-794439,1,3003628,0,0
bullwaves-794430,1,2000921,0,0
bullwaves-794424,1,2000920,0,0
bullwaves-794405,1,3003627,0,0
bullwaves-794385,1,3003626,0,0
bullwaves-794378,1,3003625,0,0
bullwaves-794369,1,3003624,0,0
bullwaves-794366,1,2000919,0,0
bullwaves-794355,1,3003623,1,0
bullwaves-794348,1,2000918,0,0
bullwaves-794337,1,2000917,1,0
bullwaves-794334,1,2000916,0,0
bullwaves-794326,1,3003621,0,0
bullwaves-794329,1,3003622,1,0
bullwaves-794318,1,2000914,0,0
bullwaves-794321,1,2000915,0,0
bullwaves-794299,1,3003620,0,0
bullwaves-794297,1,2000913,1,0
bullwaves-794287,1,3003618,1,0
bullwaves-794278,1,3003616,1,0
bullwaves-794282,1,"3003617,3003619",0,0
bullwaves-794266,1,3003615,0,0
bullwaves-794271,1,2000912,0,0
bullwaves-794241,1,3003613,1,0
bullwaves-794246,1,3003614,0,0
bullwaves-794237,1,3003612,0,0
bullwaves-794223,1,3003611,0,0
bullwaves-794215,1,3003610,1,1
bullwaves-794208,1,3003609,1,0
bullwaves-794204,1,3003608,0,0
bullwaves-794200,1,3003607,0,0
bullwaves-794188,1,2000911,0,0
bullwaves-794184,1,3003606,1,0
bullwaves-794149,1,3003605,1,0
bullwaves-794145,1,2000910,1,0
bullwaves-794140,1,3003604,1,0
bullwaves-794137,1,3003603,0,0
bullwaves-794129,1,2000909,0,0
bullwaves-794120,1,3003601,0,0
bullwaves-794116,1,3003600,0,0
bullwaves-794113,1,3003599,0,0
bullwaves-794108,1,3003598,1,0
bullwaves-794076,1,3003597,1,0
bullwaves-794068,1,3003595,0,0
bullwaves-794051,1,3003593,1,0
bullwaves-794053,1,3003594,1,0
bullwaves-794047,1,3003592,1,0
bullwaves-794044,1,3003591,1,0
bullwaves-794030,1,2000908,0,0
bullwaves-794033,1,3003590,0,0
bullwaves-794019,1,3003589,0,0
bullwaves-793996,1,3003586,1,0
bullwaves-794000,1,3003587,0,0
bullwaves-794002,1,3003588,0,0
bullwaves-793984,1,2000907,0,0
bullwaves-793980,1,3003585,0,0
bullwaves-793973,1,2000906,0,0
bullwaves-793965,1,3003584,0,0
bullwaves-793960,1,3003583,1,0
bullwaves-793953,1,3003582,0,0
bullwaves-793937,1,3003581,0,0
bullwaves-793913,1,3003580,0,0
bullwaves-793910,1,3003579,0,0
bullwaves-793888,1,3003578,0,0
bullwaves-793864,1,3003576,0,0
bullwaves-793856,1,3003575,0,0
bullwaves-793832,1,3003574,0,0
bullwaves-793828,1,3003573,1,0
bullwaves-793821,1,3003572,0,0
bullwaves-793817,1,3003571,1,1
bullwaves-793800,1,2000905,0,0
bullwaves-793783,1,3003570,0,0
bullwaves-793776,1,3003568,0,0
bullwaves-793777,1,3003569,1,0
bullwaves-793760,1,3003567,1,0
bullwaves-793753,1,3003566,0,0
bullwaves-793723,1,3003564,0,0
bullwaves-793736,1,3003565,1,0
bullwaves-793716,1,,0,0
bullwaves-793705,1,3003563,0,0
bullwaves-793686,1,3003562,0,0
bullwaves-793690,1,2000904,0,0
bullwaves-793656,1,3003561,1,0
bullwaves-793647,1,3003559,1,0
bullwaves-793639,1,2000903,0,0
bullwaves-793624,1,3003558,1,0
bullwaves-793607,1,3003557,0,0
bullwaves-793598,1,3003556,0,0
bullwaves-793578,1,2000902,0,0
bullwaves-793581,1,3003555,0,0
bullwaves-793566,1,3003554,0,0
bullwaves-793554,1,2000901,0,0
bullwaves-793556,1,3003553,0,0
bullwaves-793541,1,3003552,0,0
bullwaves-793531,1,3003551,1,0
bullwaves-793520,1,2000900,0,0
bullwaves-793507,1,"3003550,3003801",1,0
bullwaves-793502,1,3003549,1,0
bullwaves-793499,1,3003548,0,0
bullwaves-793485,1,3003547,0,0
bullwaves-793483,1,3003546,1,0
bullwaves-793479,1,3003545,0,0
bullwaves-793469,1,2000899,0,0
bullwaves-793455,1,3003542,0,0
bullwaves-793458,1,3003543,0,0
bullwaves-793444,1,3003541,0,0
bullwaves-793435,1,3003540,0,0
bullwaves-793419,1,3003539,0,0
bullwaves-793411,1,3003538,0,0
bullwaves-793403,1,3003537,0,0
bullwaves-793373,1,3003535,1,0
bullwaves-793382,1,2000898,0,0
bullwaves-793380,1,3003536,0,0
bullwaves-793351,1,3003534,0,0
bullwaves-793337,1,3003533,0,0
bullwaves-793327,1,2000897,0,0
bullwaves-793319,1,3003532,0,0
bullwaves-793284,1,3003528,1,0
bullwaves-793294,1,3003529,1,0
bullwaves-793302,1,3003531,1,0
bullwaves-793298,1,3003530,0,0
bullwaves-793257,1,3003524,1,0
bullwaves-793272,1,3003527,0,0
bullwaves-793261,1,3003525,1,0
bullwaves-793266,1,3003526,0,0
bullwaves-793223,1,3003521,0,0
bullwaves-793231,1,3003523,1,0
bullwaves-793225,1,3003522,0,0
bullwaves-793195,1,3003518,1,0
bullwaves-793191,1,3003517,0,0
bullwaves-793199,1,3003520,0,0
bullwaves-793197,1,3003519,0,0
bullwaves-793158,1,3003516,0,0
bullwaves-793172,1,2000896,1,0
bullwaves-793154,1,3003515,0,0
bullwaves-793130,1,3003512,0,0
bullwaves-793147,1,3003514,0,0
bullwaves-793144,1,3003513,1,0
bullwaves-793092,1,3003511,0,0
bullwaves-793075,1,3003510,1,0
bullwaves-793036,1,3003509,1,0
bullwaves-793026,1,"2000894,2000895",0,0
bullwaves-792922,1,3003507,1,0
bullwaves-792929,1,3003508,0,0
bullwaves-792910,1,3003506,0,0
bullwaves-792903,1,"3003505,3003544",1,0
bullwaves-792799,1,3003503,0,0
bullwaves-792813,1,2000893,1,1
bullwaves-792818,1,3003504,0,0
bullwaves-792703,1,3003501,1,0
bullwaves-792672,1,3003499,0,0
bullwaves-792693,1,2000892,0,0
bullwaves-792691,1,2000891,0,0
bullwaves-792538,1,3003498,1,1
bullwaves-792517,1,3003497,0,0
bullwaves-792507,1,,0,0
bullwaves-792501,1,"2000888,2000889",1,0
bullwaves-792475,1,3003496,1,0
bullwaves-792461,1,3003495,0,0
bullwaves-792397,1,3003493,0,0
bullwaves-792407,1,3003494,0,0
bullwaves-792377,1,2000887,0,0
bullwaves-792369,1,2000886,1,0
bullwaves-792345,1,3003492,1,0
bullwaves-792331,1,3003490,0,0
bullwaves-792299,1,3003488,1,1
bullwaves-792291,1,2000883,0,0
bullwaves-792301,1,2000884,0,0
bullwaves-792309,1,2000885,0,0
bullwaves-792248,1,3003487,0,0
bullwaves-792243,1,"3003486,3003491",1,0
bullwaves-792213,1,3003484,0,0
bullwaves-792209,1,3003483,0,0
bullwaves-792228,1,3003485,0,0
bullwaves-792170,1,3003482,0,0
bullwaves-792165,1,3003481,0,0
bullwaves-792122,1,3003480,1,0
bullwaves-792102,1,"3003479,3003489",1,0
bullwaves-792096,1,3003478,0,0
bullwaves-792091,1,3003477,0,0
bullwaves-792048,1,2000882,1,0
bullwaves-792040,1,2000881,0,0
bullwaves-792020,1,2000880,0,0
bullwaves-792010,1,,0,0
bullwaves-792026,1,3003476,0,0
bullwaves-791970,1,3003475,0,0
bullwaves-791966,1,3003474,1,0
bullwaves-791910,1,"2000879,2001068",0,0
bullwaves-791818,1,3003472,0,0
bullwaves-791823,1,2000877,1,0
bullwaves-791840,1,3003473,1,0
bullwaves-791794,1,3003471,0,0
bullwaves-791709,1,3003469,1,0
bullwaves-791721,1,2000875,0,0
bullwaves-791747,1,3003470,0,0
bullwaves-791757,1,2000876,0,0
bullwaves-791681,1,3003468,0,0
bullwaves-791653,1,"2000874,2000878",1,0
bullwaves-791596,1,2000873,0,0
bullwaves-791539,1,3003467,0,0
bullwaves-791565,1,2000872,1,0
bullwaves-791507,1,2000871,0,0
bullwaves-791449,1,2000870,0,0
bullwaves-791472,1,3003466,0,0
bullwaves-791267,1,3003465,1,0
bullwaves-791218,1,3003464,0,0
bullwaves-791178,1,3003463,0,0
bullwaves-791108,1,3003461,1,0
bullwaves-791126,1,3003462,1,0
bullwaves-791058,1,3003460,0,0
bullwaves-791043,1,3003459,0,0
bullwaves-791040,1,3003458,0,0
bullwaves-791017,1,3003457,1,0
bullwaves-791008,1,2000869,0,0
bullwaves-791014,1,3003456,0,0
bullwaves-790982,1,3003455,1,0
bullwaves-790933,1,2000868,0,0
bullwaves-790883,1,,0,0
bullwaves-790864,1,2000867,0,0
bullwaves-790844,1,,0,0
bullwaves-790825,1,3003454,1,0
bullwaves-790810,1,3003453,0,0
bullwaves-790791,1,2000866,0,0
bullwaves-790802,1,3003452,0,0
bullwaves-790777,1,3003451,0,0
bullwaves-790747,1,2000865,0,0
bullwaves-790731,1,3003450,0,0
bullwaves-790721,1,3003449,1,1
bullwaves-790689,1,3003447,0,0
bullwaves-790673,1,3003446,0,0
bullwaves-790646,1,2000863,0,0
bullwaves-790642,1,3003443,0,0
bullwaves-790630,1,3003441,0,0
bullwaves-790638,1,3003442,1,0
bullwaves-790622,1,"3003440,3003445",1,0
bullwaves-790616,1,3003439,0,0
bullwaves-790594,1,3003438,0,0
bullwaves-790584,1,3003437,0,0
bullwaves-790564,1,3003436,0,0
bullwaves-790562,1,2000862,0,0
bullwaves-790558,1,3003435,1,0
bullwaves-790544,1,3003434,0,0
bullwaves-790541,1,3003433,0,0
bullwaves-790519,1,3003431,0,0
bullwaves-790533,1,3003432,0,0
bullwaves-790501,1,3003430,0,0
bullwaves-790484,1,3003428,0,0
bullwaves-790478,1,"3003427,3003429",0,0
bullwaves-790472,1,3003426,0,0
bullwaves-790460,1,3003425,0,0
bullwaves-790440,1,3003424,1,0
bullwaves-790437,1,2000861,0,0
bullwaves-790429,1,3003422,1,0
bullwaves-790432,1,3003423,0,0
bullwaves-790418,1,3003421,0,0
bullwaves-790398,1,3003419,0,0
bullwaves-790405,1,3003420,0,0
bullwaves-790379,1,,0,0
bullwaves-790384,1,3003417,1,0
bullwaves-790376,1,2000860,0,0
bullwaves-790344,1,3003416,1,0
bullwaves-790324,1,3003415,0,0
bullwaves-790302,1,3003414,0,0
bullwaves-790294,1,3003413,0,0
bullwaves-790267,1,3003411,1,0
bullwaves-790275,1,3003412,1,0
bullwaves-790237,1,3003408,1,0
bullwaves-790245,1,3003410,0,0
bullwaves-790239,1,3003409,0,0
bullwaves-790224,1,3003407,0,0
bullwaves-790218,1,3003406,0,0
bullwaves-790210,1,2000859,0,0
bullwaves-790207,1,3003405,0,0
bullwaves-790200,1,3003404,0,0
bullwaves-790185,1,3003403,0,0
bullwaves-790171,1,2000857,1,1
bullwaves-790174,1,2000858,0,0
bullwaves-790178,1,3003402,0,0
bullwaves-790153,1,3003400,1,0
bullwaves-790147,1,3003399,0,0
bullwaves-790155,1,2000856,1,0
bullwaves-790161,1,3003401,1,0
bullwaves-790145,1,3003398,0,0
bullwaves-790108,1,"3003396,3003418",1,0
bullwaves-790133,1,3003397,0,0
bullwaves-790087,1,3003395,0,0
bullwaves-790055,1,3003392,0,0
bullwaves-790053,1,3003391,0,0
bullwaves-790069,1,3003393,1,0
bullwaves-790037,1,3003390,0,0
bullwaves-790001,1,3003389,0,0
bullwaves-789993,1,2000854,0,0
bullwaves-789947,1,3003388,0,0
bullwaves-789928,1,3003387,1,0
bullwaves-789903,1,3003386,1,0
bullwaves-789803,1,3003385,0,0
bullwaves-789829,1,2000853,0,0
bullwaves-789763,1,2000852,1,0
bullwaves-789760,1,2000851,1,0
bullwaves-789748,1,2000850,1,0
bullwaves-789752,1,3003384,0,0
bullwaves-789686,1,3003383,1,0
bullwaves-789548,1,3003381,0,0
bullwaves-789538,1,2000849,1,0
bullwaves-789534,1,2000848,0,0
bullwaves-789514,1,2000847,1,0
bullwaves-789475,1,3003380,0,0
bullwaves-789469,1,2000846,1,0
bullwaves-789402,1,3003379,0,0
bullwaves-789386,1,3003378,0,0
bullwaves-789337,1,2000845,0,0
bullwaves-789324,1,2000844,0,0
bullwaves-789316,1,3003377,0,0
bullwaves-789226,1,3003375,1,1
bullwaves-789224,1,3003374,0,0
bullwaves-789249,1,3003376,1,1
bullwaves-789208,1,3003373,0,0
bullwaves-789203,1,3003372,1,0
bullwaves-789159,1,"3003371,3003560",1,0
bullwaves-789157,1,3003370,0,0
bullwaves-789133,1,2000843,1,0
bullwaves-789155,1,3003369,0,0
bullwaves-789112,1,3003368,1,0
bullwaves-789063,1,3003367,1,0
bullwaves-789013,1,3003366,0,0
bullwaves-788980,1,2000841,0,0
bullwaves-789003,1,2000842,0,0
bullwaves-788988,1,3003365,1,0
bullwaves-788970,1,3003364,1,0
bullwaves-788956,1,2000840,0,0
bullwaves-788934,1,"3003363,3003858",1,0
bullwaves-788859,1,3003362,1,0
bullwaves-788841,1,3003361,0,0
bullwaves-788850,1,,0,0
bullwaves-788819,1,2000839,0,0
bullwaves-788776,1,2000838,0,0
bullwaves-788762,1,2000837,1,0
bullwaves-788734,1,3003357,0,0
bullwaves-788685,1,3003356,0,0
bullwaves-788621,1,3003353,0,0
bullwaves-788626,1,3003354,0,0
bullwaves-788612,1,"3003352,3003355",0,0
bullwaves-788600,1,"2000835,2000836",0,0
bullwaves-788564,1,3003350,0,0
bullwaves-788577,1,3003351,0,0
bullwaves-788536,1,2000834,0,0
bullwaves-788476,1,3003349,1,0
bullwaves-788468,1,3003348,1,0
bullwaves-788449,1,3003347,0,0
bullwaves-788435,1,3003345,0,0
bullwaves-788440,1,3003346,0,0
bullwaves-788383,1,3003344,1,0
bullwaves-788312,1,3003343,0,0
bullwaves-788235,1,2000830,1,0
bullwaves-788216,1,3003342,0,0
bullwaves-788169,1,3003340,0,0
bullwaves-788138,1,2000829,1,0
bullwaves-788123,1,3003339,0,0
bullwaves-788094,1,3003338,0,0
bullwaves-788089,1,3003337,1,0
bullwaves-788071,1,3003336,1,0
bullwaves-788063,1,2000828,0,0
bullwaves-788032,1,3003335,0,0
bullwaves-788021,1,2000826,1,0
bullwaves-788014,1,2000825,0,0
bullwaves-787997,1,3003334,0,0
bullwaves-787952,1,3003332,1,0
bullwaves-787945,1,3003331,0,0
bullwaves-787941,1,3003330,0,0
bullwaves-787908,1,3003329,0,0
bullwaves-787894,1,3003327,1,0
bullwaves-787886,1,2000824,0,0
bullwaves-787883,1,3003326,0,0
bullwaves-787879,1,3003325,0,0
bullwaves-787871,1,2000823,1,0
bullwaves-787844,1,2000822,1,0
bullwaves-787838,1,"2000821,2000864",1,0
bullwaves-787818,1,"3003324,3003444",1,0
bullwaves-787807,1,3003323,0,0
bullwaves-787797,1,3003322,0,0
bullwaves-787770,1,3003320,0,0
bullwaves-787747,1,3003319,0,0
bullwaves-787743,1,"3003318,3003321",1,0
bullwaves-787739,1,3003317,0,0
bullwaves-787735,1,3003316,1,0
bullwaves-787673,1,3003315,0,0
bullwaves-787665,1,3003314,1,0
bullwaves-787655,1,3003313,0,0
bullwaves-787594,1,3003312,1,1
bullwaves-787588,1,3003311,0,0
bullwaves-787590,1,2000820,0,0
bullwaves-787575,1,2000819,0,0
bullwaves-787572,1,3003310,0,0
bullwaves-787557,1,3003309,0,0
bullwaves-787549,1,3003308,0,0
bullwaves-787534,1,3003307,1,0
bullwaves-787538,1,2000818,1,0
bullwaves-787524,1,2000817,1,1
bullwaves-787518,1,2000816,0,0
bullwaves-787501,1,3003306,1,0
bullwaves-787495,1,3003305,0,0
bullwaves-787486,1,,0,0
bullwaves-787480,1,2000815,0,0
bullwaves-787475,1,2000814,0,0
bullwaves-787469,1,3003304,0,0
bullwaves-787456,1,3003303,0,0
bullwaves-787439,1,3003302,0,0
bullwaves-787434,1,3003301,0,0
bullwaves-787399,1,3003300,0,0
bullwaves-787338,1,3003299,1,0
bullwaves-787314,1,2000813,1,0
bullwaves-787316,1,3003298,0,0
bullwaves-787276,1,2000812,0,0
bullwaves-787265,1,3003297,1,0
bullwaves-787257,1,2000811,0,0
bullwaves-787237,1,3003295,0,0
bullwaves-787223,1,2000810,1,1
bullwaves-787201,1,3003294,0,0
bullwaves-787197,1,3003293,0,0
bullwaves-787160,1,3003292,1,0
bullwaves-787165,1,2000809,1,0
bullwaves-787151,1,3003291,0,0
bullwaves-787147,1,3003290,0,0
bullwaves-787132,1,3003288,0,0
bullwaves-787142,1,3003289,0,0
bullwaves-787118,1,2000808,0,0
bullwaves-787107,1,3003287,0,0
bullwaves-787094,1,3003286,0,0
bullwaves-787083,1,3003284,0,0
bullwaves-787089,1,3003285,0,0
bullwaves-787081,1,3003283,1,0
bullwaves-787069,1,3003282,0,0
bullwaves-787050,1,3003281,1,0
bullwaves-787046,1,3003280,0,0
bullwaves-787042,1,3003279,0,0
bullwaves-787032,1,3003278,1,0
bullwaves-787027,1,3003277,0,0
bullwaves-787006,1,3003276,1,0
bullwaves-786994,1,2000807,0,0
bullwaves-786946,1,3003273,0,0
bullwaves-786951,1,3003274,0,0
bullwaves-786913,1,3003272,1,0
bullwaves-786899,1,3003271,1,1
bullwaves-786884,1,3003270,1,0
bullwaves-786871,1,3003269,0,0
bullwaves-786808,1,,0,0
bullwaves-786810,1,2000806,1,0
bullwaves-786802,1,2000805,0,0
bullwaves-786792,1,3003268,0,0
bullwaves-786743,1,3003267,0,0
bullwaves-786705,1,3003265,0,0
bullwaves-786708,1,3003266,0,0
bullwaves-786711,1,"2000803,2000804",1,0
bullwaves-786689,1,3003264,0,0
bullwaves-786650,1,3003261,0,0
bullwaves-786670,1,3003262,0,0
bullwaves-786672,1,3003263,1,0
bullwaves-786655,1,2000802,0,0
bullwaves-786641,1,2000801,0,0
bullwaves-786625,1,3003260,0,0
bullwaves-786597,1,3003259,1,0
bullwaves-786567,1,3003257,0,0
bullwaves-786586,1,3003258,0,0
bullwaves-786486,1,3003256,1,0
bullwaves-786482,1,3003255,0,0
bullwaves-786422,1,2000800,1,0
bullwaves-786366,1,2000799,0,0
bullwaves-786354,1,3003253,0,0
bullwaves-786358,1,3003254,1,0
bullwaves-786336,1,3003252,1,0
bullwaves-786331,1,3003251,1,0
bullwaves-786253,1,3003250,1,0
bullwaves-786225,1,3003248,1,0
bullwaves-786084,1,3003246,0,0
bullwaves-786099,1,3003247,1,0
bullwaves-786059,1,3003244,0,0
bullwaves-786052,1,3003243,0,0
bullwaves-786064,1,3003245,0,0
bullwaves-786000,1,3003242,1,1
bullwaves-785948,1,3003241,1,0
bullwaves-785929,1,3003240,1,0
bullwaves-785916,1,2000798,0,0
bullwaves-785909,1,3003239,1,0
bullwaves-785848,1,3003235,0,0
bullwaves-785862,1,3003237,0,0
bullwaves-785860,1,3003236,0,0
bullwaves-785876,1,3003238,0,0
bullwaves-785843,1,2000797,1,0
bullwaves-785823,1,3003232,1,0
bullwaves-785838,1,3003234,0,0
bullwaves-785831,1,3003233,0,0
bullwaves-785811,1,3003231,0,0
bullwaves-785809,1,"2000795,2000796",1,0
bullwaves-785783,1,3003229,1,0
bullwaves-785788,1,3003230,1,0
bullwaves-785753,1,3003228,1,0
bullwaves-785720,1,2000794,0,0
bullwaves-785687,1,2000793,1,0
bullwaves-785706,1,3003227,1,0
bullwaves-785613,1,2000792,1,0
bullwaves-785559,1,3003226,0,0
bullwaves-785532,1,2000791,1,0
bullwaves-785484,1,3003225,1,0
bullwaves-785499,1,2000790,0,0
bullwaves-785456,1,3003224,0,0
bullwaves-785421,1,3003223,0,0
bullwaves-785432,1,2000789,1,0
bullwaves-785414,1,3003222,0,0
bullwaves-785377,1,2000787,0,0
bullwaves-785316,1,3003220,0,0
bullwaves-785275,1,2000786,0,0
bullwaves-785227,1,3003218,0,0
bullwaves-785232,1,3003219,0,0
bullwaves-785217,1,3003217,0,0
bullwaves-785208,1,3003216,0,0
bullwaves-785193,1,3003215,0,0
bullwaves-785190,1,2000784,0,0
bullwaves-785165,1,3003214,1,0
bullwaves-785147,1,2000783,0,0
bullwaves-785139,1,3003213,0,0
bullwaves-785105,1,3003211,0,0
bullwaves-785107,1,3003212,0,0
bullwaves-785085,1,3003208,1,0
bullwaves-785088,1,3003209,0,0
bullwaves-785072,1,3003206,0,0
bullwaves-785063,1,3003205,0,0
bullwaves-785033,1,3003204,0,0
bullwaves-785029,1,3003203,0,0
bullwaves-785020,1,3003202,0,0
bullwaves-785024,1,,0,0
bullwaves-784999,1,3003201,1,0
bullwaves-785003,1,2000782,0,0
bullwaves-784991,1,3003200,0,0
bullwaves-784984,1,3003199,0,0
bullwaves-784957,1,3003198,0,0
bullwaves-784950,1,3003197,0,0
bullwaves-784933,1,2000780,0,0
bullwaves-784924,1,3003196,0,0
bullwaves-784913,1,3003195,0,0
bullwaves-784896,1,3003193,0,0
bullwaves-784908,1,2000779,0,0
bullwaves-784905,1,3003194,0,0
bullwaves-784875,1,3003191,0,0
bullwaves-784854,1,3003190,0,0
bullwaves-784870,1,2000778,0,0
bullwaves-784852,1,3003189,0,0
bullwaves-784847,1,2000777,0,0
bullwaves-784843,1,3003188,0,0
bullwaves-784833,1,3003187,0,0
bullwaves-784828,1,3003186,0,0
bullwaves-784806,1,2000776,0,0
bullwaves-784796,1,2000775,1,0
bullwaves-784784,1,"2000773,2000774",1,0
bullwaves-784791,1,3003184,1,0
bullwaves-784758,1,2000772,0,0
bullwaves-784770,1,3003183,0,0
bullwaves-784767,1,3003182,0,0
bullwaves-784754,1,3003181,1,0
bullwaves-784751,1,3003180,0,0
bullwaves-784747,1,2000771,0,0
bullwaves-784728,1,3003179,0,0
bullwaves-784703,1,3003177,0,0
bullwaves-784706,1,3003178,0,0
bullwaves-784689,1,3003175,0,0
bullwaves-784685,1,3003174,0,0
bullwaves-784675,1,3003173,0,0
bullwaves-784661,1,3003172,0,0
bullwaves-784634,1,3003170,1,0
bullwaves-784637,1,3003171,0,0
bullwaves-784620,1,3003169,0,0
bullwaves-784616,1,3003168,1,0
bullwaves-784570,1,3003166,0,0
bullwaves-784568,1,3003165,0,0
bullwaves-784564,1,3003164,0,0
bullwaves-784552,1,3003163,1,0
bullwaves-784556,1,2000770,1,0
bullwaves-784548,1,3003162,1,0
bullwaves-784542,1,3003160,0,0
bullwaves-784509,1,3003156,1,0
bullwaves-784506,1,3003155,0,0
bullwaves-784526,1,3003158,0,0
bullwaves-784516,1,3003157,1,0
bullwaves-784531,1,3003159,0,0
bullwaves-784493,1,3003154,0,0
bullwaves-784487,1,3003153,0,0
bullwaves-784480,1,"2000768,2000769",1,0
bullwaves-784473,1,3003152,0,0
bullwaves-784471,1,3003151,0,0
bullwaves-784468,1,3003150,1,0
bullwaves-784465,1,3003149,0,0
bullwaves-784449,1,2000767,0,0
bullwaves-784417,1,3003147,0,0
bullwaves-784425,1,3003148,1,0
bullwaves-784377,1,3003144,1,0
bullwaves-784385,1,3003145,1,0
bullwaves-784369,1,3003143,1,0
